test1-661-3-19483,False
test1-62-2-13005,False
test1-685-0-21371,True
test1-119-0-16366,True
test1-351-1-29771,False
test1-959-3-27658,True
test1-207-3-8432,True
test1-260-0-26960,True
test1-307-0-28489,True
test1-750-1-1,False
test1-818-0-25283,True
test1-255-0-20989,True
test1-208-3-14226,True
test1-390-1-1,True
test1-96-3-0,False
test1-390-2-1,True
test1-134-1-25568,True
test1-489-0-27915,True
test1-464-0-7537,True
test1-7-0-9252,True
test1-820-3-12130,True
test1-359-0-10183,False
test1-472-3-23586,False
test1-552-3-1,False
test1-385-0-0,True
test1-976-0-27214,True
test1-72-2-16508,True
test1-707-1-11932,False
test1-738-3-8935,True
test1-293-2-25121,True
test1-708-0-26127,True
test1-413-1-0,True
test1-385-0-23796,True
test1-379-0-13892,False
test1-656-0-12990,False
test1-267-2-11077,True
test1-777-3-19953,True
test1-480-1-9016,False
test1-759-1-26979,True
test1-621-3-15703,True
test1-765-2-0,True
test1-248-1-27455,False
test1-578-1-11535,True
test1-961-0-22912,True
test1-475-1-0,True
test1-281-3-0,True
test1-979-1-0,True
test1-105-1-16195,True
test1-985-0-11748,True
test1-781-3-22654,True
test1-649-2-26257,True
test1-879-1-13809,True
test1-870-3-10576,False
test1-852-3-19083,True
test1-49-3-1,False
test1-781-3-10894,True
test1-543-1-30009,True
test1-194-1-30452,True
test1-649-2-26256,True
test1-852-3-19069,False
test1-543-1-18113,True
test1-649-2-14466,True
test1-910-3-10112,True
test1-574-1-13832,False
test1-879-2-13804,False
test1-426-0-1,False
test1-852-3-19068,True
test1-870-3-1,False
test1-865-2-26758,False
test1-209-0-22074,False
test1-744-0-18183,True
test1-101-3-19911,True
test1-985-0-1,True
test1-744-0-1,True
test1-21-2-0,False
test1-434-0-22518,False
test1-413-2-14565,False
test1-325-2-14000,True
test1-954-0-7995,False
test1-228-0-0,False
test1-626-0-7879,False
test1-543-1-30008,True
test1-47-2-18213,True
test1-285-2-1,False
test1-637-1-20604,True
test1-181-1-0,False
test1-374-0-30615,False
test1-53-2-7929,False
test1-158-0-1,False
test1-984-1-1,False
test1-3-2-15422,True
test1-954-3-19776,False
test1-374-0-30617,False
test1-185-2-26651,True
test1-747-2-0,True
test1-954-3-19777,True
test1-223-0-1,True
test1-254-0-0,False
test1-386-1-15840,True
test1-4-0-27201,False
test1-450-1-23454,False
test1-419-1-25491,True
test1-965-0-0,True
test1-220-0-19064,True
test1-268-2-12929,False
test1-781-1-22651,True
test1-928-3-27681,True
test1-523-0-26862,True
test1-869-2-16237,False
test1-826-2-12781,False
test1-667-3-7210,True
test1-931-3-12143,True
test1-976-3-27216,True
test1-776-0-27955,True
test1-917-2-26935,True
test1-547-1-9593,False
test1-348-0-14066,True
test1-931-3-23965,True
test1-608-3-10506,True
test1-539-3-30558,False
test1-991-3-19976,False
test1-74-1-1,False
test1-902-0-16141,True
test1-104-0-7656,True
test1-667-3-7211,True
test1-556-1-14172,True
test1-683-3-11046,True
test1-931-3-12145,True
test1-291-1-1,False
test1-781-1-10891,True
test1-57-0-0,True
test1-931-3-23963,True
test1-683-3-11044,False
test1-107-2-26913,True
test1-931-3-12142,True
test1-561-1-16572,True
test1-916-0-0,True
test1-211-0-28342,True
test1-38-3-20941,True
test1-500-1-0,False
test1-447-3-0,False
test1-977-3-23182,True
test1-87-2-18022,True
test1-646-1-10846,True
test1-646-0-10850,True
test1-839-0-8983,True
test1-646-0-22611,True
test1-190-0-9347,True
test1-575-0-29429,True
test1-1023-0-12712,True
test1-959-2-0,True
test1-213-2-11059,True
test1-800-2-1,True
test1-131-0-19189,True
test1-650-0-1,True
test1-209-2-0,False
test1-645-2-19253,True
test1-444-3-20268,True
test1-468-3-0,False
test1-6-1-0,True
test1-154-0-25988,True
test1-683-2-11041,True
test1-278-0-0,False
test1-860-2-12790,True
test1-650-0-21994,True
test1-761-2-17572,True
test1-891-2-1,False
test1-802-1-27638,True
test1-645-3-19260,True
test1-38-3-20940,True
test1-406-3-1,True
test1-1023-0-24536,True
test1-743-3-27886,True
test1-163-0-29463,True
test1-502-1-0,False
test1-748-3-18983,True
test1-1028-3-26230,True
test1-78-3-25294,False
test1-816-1-10336,True
test1-181-3-18265,True
test1-139-0-24575,False
test1-765-3-1,True
test1-306-0-27787,True
test1-776-2-16110,True
test1-669-1-29801,False
test1-726-2-11877,True
test1-749-2-22215,True
test1-596-1-25461,True
test1-372-2-12105,True
test1-655-3-13147,True
test1-321-2-25506,True
test1-118-1-25411,True
test1-907-0-16005,False
test1-11-2-0,False
test1-1012-2-27524,True
test1-634-1-10292,True
test1-382-3-10158,True
test1-0-3-6975,False
test1-177-3-8382,True
test1-91-2-24466,False
test1-1012-2-27523,True
test1-631-1-13387,False
test1-219-3-1,True
test1-932-0-7400,True
test1-64-0-20563,False
test1-818-3-13494,True
test1-481-2-7510,True
test1-1001-3-29036,True
test1-494-0-0,True
test1-669-0-0,True
test1-545-3-10906,True
test1-412-2-1,True
test1-192-1-24284,True
test1-309-3-11913,True
test1-192-1-0,True
test1-69-0-10793,True
test1-24-1-8235,True
test1-130-3-28418,True
test1-186-0-0,False
test1-263-2-0,False
test1-459-2-24430,True
test1-323-2-11452,False
test1-1024-0-15720,False
test1-946-2-26302,True
test1-997-3-21636,True
test1-499-3-0,False
test1-946-2-14521,True
test1-1030-0-26507,False
test1-237-2-19169,False
test1-24-1-8232,True
test1-111-1-1,True
test1-323-2-11449,False
test1-11-2-10664,True
test1-934-1-8315,False
test1-775-1-19582,False
test1-1019-1-12708,False
test1-650-1-21985,True
test1-717-1-14593,False
test1-263-1-10635,False
test1-64-0-8812,False
test1-22-0-26491,True
test1-546-2-1,False
test1-1031-2-14085,False
test1-439-0-13925,True
test1-664-0-1,True
test1-205-2-29484,True
test1-785-3-26578,False
test1-945-3-19558,True
test1-39-3-20880,False
test1-101-2-8152,False
test1-856-3-24679,True
test1-225-0-22468,False
test1-261-0-21073,True
test1-906-2-21980,True
test1-956-1-20534,True
test1-656-0-24810,False
test1-235-2-14717,True
test1-1045-3-0,False
test1-105-1-16194,True
test1-289-0-12699,True
test1-725-2-0,False
test1-437-0-1,True
test1-616-1-9801,False
test1-286-1-17462,True
test1-85-0-19429,True
test1-261-1-9327,False
test1-636-1-9564,True
test1-979-2-8738,True
test1-672-2-0,True
test1-105-1-28070,True
test1-227-0-25748,True
test1-112-1-19621,True
test1-945-3-1,True
test1-327-3-8259,True
test1-855-0-7017,False
test1-636-1-9562,True
test1-742-3-28326,True
test1-105-3-28069,True
test1-790-3-16295,True
test1-381-1-21766,True
test1-197-3-10743,True
test1-197-3-10746,True
test1-447-2-20398,False
test1-1050-0-7821,False
test1-510-1-28922,True
test1-215-3-28459,False
test1-25-0-1,False
test1-636-1-9565,False
test1-338-2-13307,True
test1-910-0-10103,True
test1-1010-2-10417,True
test1-242-2-25060,True
test1-1010-2-10419,True
test1-357-0-21041,True
test1-1010-2-10420,True
test1-985-0-23523,True
test1-954-3-7992,True
test1-626-2-19673,True
test1-265-1-29282,True
test1-899-2-29292,True
test1-265-1-0,True
test1-218-0-13223,False
test1-265-1-17405,True
test1-410-1-1,False
test1-88-1-24034,True
test1-88-1-0,True
test1-218-0-13221,False
test1-218-0-13224,False
test1-141-3-7368,True
test1-242-2-13261,True
test1-438-0-26305,False
test1-338-2-25108,True
test1-304-0-12376,True
test1-304-0-1,False
test1-766-1-18196,False
test1-242-2-25058,True
test1-334-2-9173,False
test1-242-2-13262,True
test1-808-0-25262,True
test1-334-2-9171,True
test1-438-0-26306,False
test1-304-0-12375,False
test1-56-3-30420,True
test1-438-0-14524,False
test1-626-0-7886,True
test1-910-0-10104,True
test1-217-0-14764,True
test1-534-1-8880,True
test1-185-0-14852,True
test1-815-3-7914,True
test1-815-3-0,True
test1-446-3-23561,True
test1-766-1-30091,False
test1-985-1-11759,False
test1-533-1-24095,True
test1-627-2-23287,True
test1-144-1-12620,True
test1-586-1-24925,True
test1-716-1-13772,False
test1-1033-2-25914,True
test1-181-2-1,False
test1-996-2-18409,True
test1-496-2-15768,True
test1-992-3-22534,False
test1-115-2-24888,True
test1-1019-0-12703,True
test1-751-2-0,False
test1-171-0-1,False
test1-690-3-15202,False
test1-72-0-0,False
test1-832-3-9554,True
test1-1033-2-25912,True
test1-123-3-10354,True
test1-253-1-30335,True
test1-727-1-14625,True
test1-243-1-7677,False
test1-67-3-13905,False
test1-243-1-19464,False
test1-718-0-0,True
test1-459-3-12594,True
test1-918-0-30510,False
test1-52-1-12114,True
test1-210-2-7303,False
test1-60-3-1,True
test1-797-3-27891,True
test1-702-2-26235,False
test1-232-3-10707,True
test1-89-1-1,True
test1-692-2-11897,True
test1-189-3-21476,False
test1-123-3-10355,True
test1-144-3-12613,True
test1-614-2-0,True
test1-846-3-1,True
test1-648-1-20512,False
test1-532-1-1,False
test1-649-3-1,True
test1-606-0-23885,True
test1-559-0-0,False
test1-705-2-9215,False
test1-746-3-16763,False
test1-792-0-29807,True
test1-611-2-0,True
test1-89-1-17127,True
test1-147-3-14283,True
test1-604-1-9660,True
test1-654-3-25625,True
test1-102-3-11000,False
test1-174-0-14654,True
test1-891-1-24563,False
test1-264-3-29874,False
test1-894-0-16080,True
test1-1050-1-19601,True
test1-889-2-1,False
test1-662-2-20224,False
test1-702-3-14443,True
test1-582-0-0,False
test1-835-3-0,True
test1-963-1-16022,True
test1-353-1-17262,True
test1-94-3-15961,True
test1-722-0-24549,True
test1-829-0-14810,False
test1-128-1-0,True
test1-264-3-17990,False
test1-473-3-0,False
test1-1044-1-22777,True
test1-891-1-12739,False
test1-1031-3-14092,False
test1-662-2-8487,False
test1-19-2-13413,True
test1-378-0-29350,True
test1-920-1-8767,False
test1-1050-1-7818,True
test1-267-1-0,False
test1-558-1-24114,True
test1-456-1-11010,True
test1-750-0-10180,False
test1-917-1-15116,True
test1-159-1-24355,True
test1-907-3-15998,False
test1-200-2-19222,True
test1-876-0-1,False
test1-545-1-10915,False
test1-260-0-26962,False
test1-989-1-21800,True
test1-358-0-1,False
test1-32-3-11329,False
test1-120-0-1,False
test1-153-0-0,False
test1-474-2-12680,False
test1-679-2-15912,False
test1-411-3-8405,True
test1-427-1-25415,True
test1-516-1-12193,True
